feature	cluster	type	synsets	rough_tag	tag	count	final_tag
grammar effective interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
attributes required interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
and mail interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
quickly excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
have excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
in their interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
form interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
environment interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
presentation and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
required interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
up interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
plus strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
their interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
goals extraordinary interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
asset excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
ged excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
leverages your interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
confidentiality strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
outstanding interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skills have interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
experience excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
value outstanding interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
your excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skills excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
english strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
asset solid interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
preferred excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
exceptional interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
leverages strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
initiative strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
good interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
building skills interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
knowledge excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
effective interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skills superior interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
negotiation and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skills and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
planning and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
verbal and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
persuasion and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
solid interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
superior interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
degree of interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
accuracy excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
solving skillsexcellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
social and interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skills strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
skillsexcellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
written form interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
impression excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
written excellent interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
ethic strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
utilizes strong interpersonal skills	25	skills	[Synset('interpersonal.s.01')]	interpersonal.s.01	interpersonal	85	interpersonal 
analytical and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
manner organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
shift strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
multi tasking organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
great organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
abilities strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
proven organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
closing skills organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
plus organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
with strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills summary organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills solid organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
terminology plus organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
terrific organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
interpersonal and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
sources strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
preferred strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
tasking organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
level staff organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
experience excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
planning and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
plus excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
player strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
software strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
oriented excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
solid organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
staff organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
orientation excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
organisational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
service skills organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
partners strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
presentation organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
good organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
and terrific organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
departments excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
managemnet and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
maintains good organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
focus strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
good organisational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
travel strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
mathematical skills organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
framework organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
have strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
interpersonal presentation organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
dreamweaver strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
summary organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
ace organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
concise manner organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
international framework organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills good organisational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
attitude excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
with organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
average organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
with proven organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
planning organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
above average organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
strong planning organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
dependability strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
possess excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
management and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
requirements excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
service and organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
sales excellent organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
with good organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
required strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills strong organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
skills organizational skills	25	skills	[Synset('organizational.a.01')]	organizational.a.01	organizational	72	organizational  
territory management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
program management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
skills time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
database management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
interpersonal and management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and workflow management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
influence management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
leadership and management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
systems time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and client management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
or process management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
strong time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
task time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
issues project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
sales management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
process management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
task excellent management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and influence management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
client management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and sales management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
good management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
strong project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
proven project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
strong relationship management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and process management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
meeting management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
experienced program management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
project and management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
posses good management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
strong client management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
workflow management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
and relationship management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
equivalent project management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
service and sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
consulting and sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
amazing b2b sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
of your sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
developed sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
business sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
drive sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
build sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
effective sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
exceptional sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
the necessary sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
development sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
professional exceptional sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
to drive sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
excellent sales skill	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
necessary sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
skills years sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
including sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
years sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
required sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
superior sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
products including sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
needs based sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
well superior sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
based sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
competitive and sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
profitability integrating sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
utilize effective sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
considered excellent sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
to build sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
to business sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
the sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
put your sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
solid time management skills	25	skills	[Synset('management.n.01'), Synset('management.n.02')]	management.n.01	management	51	management
possess excellent sales skill	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
top performer sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
sales skill	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
possess superior sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
your sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
degree required sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
been developed sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
personality and sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
growing your sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
performer sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
and sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
relationship development sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
b2b sales skills	25	skills	[Synset('gross_sales.n.01'), Synset('sale.n.01'), Synset('sale.n.02'), Synset('sale.n.03'), Synset('sale.n.04'), Synset('sale.n.05')]	gross_sales.n.01	gross_sales	51	sales
